img,name,link,engDescription,jpDescription,tags,filterTag,platform,price,category_id
luminarnoe.svg,Luminar Noe,https://skylum.com/luminar,AI-powered photo enhancer that automatically enhances images with one click,AIを使用した写真強化ツールで、写真を自動的に強化することができます。,"AI, Image, Enhancer",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
magixvideoprox.svg,MAGIX Video Pro X,https://www.magix.com/us/video/video-pro-x/,"Professional video editing software with advanced features, including multi-camera editing and 360-degree editing.",専門的な映像編集ソフトウェアで、マルチカメラ編集や360度編集などのアドバンスド機能を備えています。,"Video Editor, Multi-Camera, 360-degree",Video,Windows,Paid,64761102ba22fed734b9de7a
mailchimp.svg,MailChimp,https://mailchimp.com/,A platform for creating and managing email marketing campaigns.,メールマーケティングキャンペーンの作成と管理を行うプラットフォーム,"Email, Marketing,Manager","NoCode,Others",Browser,Freemium,64761102ba22fed734b9de7a
make.svg,Make,https://www.make.cm/,A platform for creating websites using pre-built templates.,ウェブサイトを作成するためのプラットフォームで、事前にビルドされたテンプレートを使用しています。,"Template, Pre-built, Creater","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
makers.svg,Makers,http://makers.com/,A platform for building mobile apps without coding.,コーディングなしでモバイルアプリを構築するプラットフォーム。,"Mobile, App, Code","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
makeswift.svg,Makeswift,http://makeswift.com/,A no-code platform for building web applications.,ウェブアプリケーションを構築するためのノーコードプラットフォーム。,"NoCode, Web App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
marketinghub.svg,Marketing Hub,https://www.hubspot.com/products/marketing,"A platform for inbound marketing, including email marketing, social media, and lead generation.",インバウンドマーケティングのためのプラットフォームであり、メールマーケティング、ソーシャルメディア、リードジェネレーションを含む。,"Marketing, Email, Social media","NoCode,UX Design,Productivity",Browser,Paid,64761102ba22fed734b9de7a
memberstack.svg,Memberstack,https://www.memberstack.io/,A platform for adding membership functionality to your website.,ウェブサイトにメンバーシップ機能を追加するプラットフォーム,"Membership,Website","NoCode,Website",Browser,Paid,64761102ba22fed734b9de7a
metapolator.svg,Metapolator,https://metapolator.com/,Collaborative web-based font design environment,コラボレーターベースのウェブフォントデザイン環境,"Collaboration, Web, Font, Environment",Font,Browser,Free,64761102ba22fed734b9de7a
monday.svg,Monday,https://monday.com/,A platform for managing projects and workflows.,プロジェクトとワークフローを管理するためのプラットフォーム,"Manager,Workflows","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
notion.svg,Notion,https://www.notion.so/,"A platform for organizing and collaborating on notes, tasks, and projects.",メモ、タスク、プロジェクトの管理とコラボレーションのためのプラットフォーム,"Organizing, Collaboration, Note, Tasks","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
notionapps.svg,Notionapps,http://notionapps.com/,A platform for building mobile apps with integrated databases.,モバイルアプリを構築するためのプラットフォームで、統合されたデータベースを備えています。,"Mobile, App, Database, Integrated","NoCode,UI Design,App",Browser,Paid,64761102ba22fed734b9de7a
obviously.svg,Obviously,https://www.obviously.ai/,A platform for building predictive models and performing data analysis.,予測モデルを構築し、データ分析を実行するためのプラットフォーム,"Data, Analysis, Predictive","NoCode,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
ocenaudio.svg,Ocenaudio,https://www.ocenaudio.com/,Easy audio editor and recorder,簡単なオーディオエディターとレコーダー,"Audio, Editor, Recorder",Audio,"Windows, Apple, Linux",Free,64761102ba22fed734b9de7a
on1.svg,ON1,https://www.on1.com/,Non-destructive photo editing software with AI-powered editing tools,非破壊的な写真編集ソフトウェアで、AIを使用した編集ツール,"Image, Editor, AI",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
openshot.svg,OpenShot,https://www.openshot.org/,Free and open-source video editing software with a user-friendly interface and support for multiple platforms.,フリーでオープンソースのビデオ編集ソフトウェアで、使いやすいインターフェースと複数のプラットフォームをサポートしています。,"Video Editor, Multiple platforms",Video,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
opentype.js.svg,OpenType.js,https://opentype.js.org/,JavaScript library for working with OpenType fonts,OpenTypeフォントを扱うためのJavaScriptライブラリ,"JavaScript, Library, OpenType, Fonts",Font,Browser,Free,64761102ba22fed734b9de7a
otter.svg,Otter,https://otter.ai/,A platform for transcribing and captioning audio and video.,オーディオとビデオの音声記録とキャプションのためのプラットフォーム,"Transcription, Captioning, Audio, Video","NoCode,Audio,Video",Browser,Freemium,64761102ba22fed734b9de7a
overlay.svg,Overlay,http://overlay.com/,A platform for creating overlays and popups for websites.,ウェブサイトのオーバーレイやポップアップを作成するプラットフォーム,"Overlay, Popup, Creating","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
pagecloud.svg,Pagecloud,https://www.pagecloud.com/,A visual website builder for creating responsive websites.,レスポンシブWebサイトを作成するためのビジュアルWebサイトビルダー,"Website, Responsive, Visual","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
paintshoppro.svg,PaintShop Pro,https://www.paintshoppro.com/,Comprehensive photo editing software with various creative tools,総合的な写真編集ソフトウェアは、様々なクリエイティブツールを備えています。,"Image, Editor, Comprehensive",Image,Windows,Paid,64761102ba22fed734b9de7a
pandasuite.svg,Pandasuite,http://pandasuite.com/,"Turn your ideas into awesome apps, digital publications and interactive presentations without writing a single line of code",あなたのアイデアをアプリ、デジタルパブリケーション、インタラクティブプレゼンテーションにしてください。コードを書く必要はありません。,"Code, App, Digital, Interactive","NoCode,UI Design",Browser,Freemium,64761102ba22fed734b9de7a
photocommander.svg,Photo Commander,https://www.ashampoo.com/en-us/photo-commander,Image management and editing software with a range of tools and effects,イメージの管理と編集ソフトウェアで、さまざまなツールと効果を備えています。,"Image, Manager, Editor",Image,Windows,Paid,64761102ba22fed734b9de7a
photoeditor.svg,Photo Editor,https://www.movavi.com/photo-editor/#main,Software for adding artistic blur and tilt-shift effects to photos,写真に芸術的なぼかしとチルトシフト効果を追加するためのソフトウェア,"Imagegraphy, Artistic, Blur",Image,"Apple, Windows",Freemium,64761102ba22fed734b9de7a
photopospro.svg,Photo Pos Pro,https://www.photopos.com/,Advanced photo editing software with support for layers and masks,上級写真編集ソフトウェアはレイヤーとマスクをサポートしています,"Image Editor, Layer, Masks",Image,Windows,Free,64761102ba22fed734b9de7a
photostudio.svg,Photo Studio,https://www.inpixio.com/photo-studio,Photo editing software with various editing tools and creative effects,写真編集ソフトは様々な編集ツールとクリエイティブな効果を持つ,"Image, Editor, Effects",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
photobulk.svg,PhotoBulk,https://photobulkeditor.com/,"Bulk image editor for resizing, optimizing, and watermarking multiple images",複数の画像をリサイズ、最適化、およびウォーターマークするためのバルク画像エディタ,"Bulk, Image, Editor, Resizer, Watermarke",Image,Apple,Paid,64761102ba22fed734b9de7a
photoline.svg,PhotoLine,https://www.pl32.com/,Full-featured image editor with vector editing capabilities and batch processing,フル機能のイメージエディターでベクター編集機能とバッチ処理を備えています。,"Image Editor, Vector Editor, Batch Processing","Image,Illustration","Apple, Windows",Free,64761102ba22fed734b9de7a
photopea.svg,Photopea,https://www.photopea.com/,Free online photo editor supporting various file formats,無料のオンラインフォトエディタは、様々なファイル形式をサポートしています。,"Image, Editor,File formats",Image,Browser,Free,64761102ba22fed734b9de7a
photoscapex.svg,PhotoScape X,http://x.photoscape.org/,All-in-one photo editing software with various editing modules,すべてを含む写真編集ソフトウェアは、さまざまな編集モジュールを備えています,"Image, Editor, Module, All-in-one",Image,"Apple, Windows",Fremium,64761102ba22fed734b9de7a
photoshop.svg,Photoshop,https://www.adobe.com/products/photoshop.html,Professional image editing software with advanced features,プロのイメージ編集ソフトウェアは高価です。,"Image, Editor",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
pika.svg,Pika,https://superhighfives.com/pika,Capture colors from your screen.,スクリーンからカラーをキャプチャしてください。,"Capture, Color, Screen",Color,Apple,Free,64761102ba22fed734b9de7a
pinnaclestudio.svg,Pinnacle Studio,https://www.pinnaclesys.com/en/products/studio/,"Powerful video editing software with a range of creative tools and effects, suitable for both beginners and pros.",強力なビデオ編集ソフトウェアで、初心者からプロまで適したクリエイティブなツールとエフェクトがあります。,"Video Editor,Effect",Video,Windows,Paid,64761102ba22fed734b9de7a
pipedrive.svg,Pipedrive,https://www.pipedrive.com/,A platform for managing sales pipelines.,セールス・パイプラインを管理するためのプラットフォーム,"Sale, Pipeline, Manager","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
pixelmator.svg,Pixelmator,https://www.pixelmator.com/,Full-featured image editing software with an intuitive interface,画像編集ソフトウェアの機能をフルに活用できる、直感的なインターフェースを備えた,"Image, Editor, Intuitive, Interface",Image,Apple,Paid,64761102ba22fed734b9de7a
pixeluvo.svg,Pixeluvo,http://www.pixeluvo.com/,Image editing software with a wide range of filters and effects,画像編集ソフトウェアは、幅広いフィルターと効果を持つ,"Image, Editor, Filter, Effects",Image,Windows,Paid,64761102ba22fed734b9de7a
pixlr.svg,Pixlr,https://pixlr.com/,Online photo editing tool with a range of features,オンライン上で写真編集ツールを使用して、様々な機能を使用することができます。,"Image, Editor","Image,AI",Browser,Free,64761102ba22fed734b9de7a
pixpa.svg,Pixpa,https://www.pixpa.com/,Portfolio website builder designed for creatives to showcase their work online.,ポートフォリオのウェブサイトビルダーは、オンラインで自分の仕事を紹介するためにデザインされた創造的な人のためのものです。,"Portfolio, Website, Showcase","NoCode,UI Design",Browser,Paid,64761102ba22fed734b9de7a
plasmic.svg,Plasmic,https://www.plasmic.app/,Visual web design platform that allows collaboration and code export.,視覚的なWebデザインプラットフォームでは、コードのエクスポートとコラボレーションを可能にします。,"Web, Collaboration, Code Export","NoCode,UI Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
polarr.svg,Polarr,https://www.polarr.co/,Photo editing software with advanced editing tools and filters,写真編集ソフトウェアは高度な編集ツールとフィルターを備えています。,"Editor, Filters","Image,AI","Apple, Windows, Browser",Paid,64761102ba22fed734b9de7a
popsy.svg,Popsy,https://www.popsy.app/,A platform for building mobile apps without coding.,モバイルアプリをコーディングなしで構築するプラットフォーム,"Mobile, App, Code","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
pory.svg,Pory,http://pory.io/,A tool for building websites and web apps from Airtable.,Airtable で作成したウェブサイトやウェブアプリを構築するツールです。,"Website, Web app, Airtable","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
premiere.svg,Premiere,https://www.adobe.com/products/premiere.html,Professional video editing software with advanced features and a wide range of tools.,プロのビデオ編集ソフトウェアは、高度な機能と幅広いツールを備えています。,Video Editor,Video,"Apple, Windows",Paid,64761102ba22fed734b9de7a
protools.svg,Pro Tools,https://www.avid.com/pro-tools/,"Record vocals and instruments, and mix studio-quality music.",レコーディングしたボーカルと楽器をミックスしてスタジオクオリティーの音楽を作りましょう。,"Record, Vocal, Instrument, Studio",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
prototypo.svg,Prototypo,https://www.prototypo.io/,Create custom fonts with parametric technology,パラメトリックテクノロジーを使ってカスタムフォントを作成します。,"Custom, Font, Parametric",Font,Browser,Free,64761102ba22fed734b9de7a
quarkly.svg,Quarkly,http://quarkly.com/,A platform for creating responsive web designs.,レスポンシブWebデザインを作成するプラットフォーム,"Mobile, App, Code","NoCode,UI Design",Browser,Freemium,64761102ba22fed734b9de7a
quest.svg,Quest,http://quest.com/,A platform for creating interactive story-based games and apps.,インタラクティブな物語をベースにしたゲームやアプリを作成するプラットフォーム,"Game, App, Story, Interactive","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
reaper.svg,Reaper,https://www.reaper.fm/,Digital audio workstation,デジタルオーディオワークステーションは、オーディオファイルを録音、編集、制作するためのコンピュータアプリケーションです。,"Music, Editor",Audio,"Windows, Apple, Linux",Paid,64761102ba22fed734b9de7a
ribbet.svg,Ribbet,https://www.ribbet.com/,Online photo editor with a user-friendly interface and editing features,オンライン写真編集ツールで、使いやすいインターフェースと編集機能があります。,"Image, Editor, Interface, Editor",Image,Browser,Freemium,64761102ba22fed734b9de7a
rippling.svg,Rippling,https://www.rippling.com/,A platform for managing HR and IT tasks in one place.,人事管理とITタスクを一つの場所で管理するプラットフォーム,"Manager, HR, IT, Task","NoCode,Productivity,Others",Browser,Paid,64761102ba22fed734b9de7a
robofont.svg,RoboFont,https://robofont.com/,A UFO-based font editor,UFOベースのフォントエディタ,"UFO, Font, Editor",Font,Apple,Paid,64761102ba22fed734b9de7a
salesforce.svg,Salesforce,https://www.salesforce.com/,A platform for managing customer relationships and sales.,顧客関係とセールスを管理するプラットフォーム,"Manager, HR, IT, Task","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
shotcut.svg,Shotcut,https://shotcut.org/,Cross-platform video editing software with a clean interface and support for a wide range of video formats.,クリーンインターフェースと広範囲のビデオフォーマットをサポートするクロスプラットフォームのビデオ編集ソフトウェア。,"App, Icon, SVG, Manager",Video,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
simple.ink.svg,Simple.ink,https://www.simple.ink/,A tool for creating interactive customer support guides.,顧客サポートガイドのインタラクティブな作成ツール。,"Customer, Support, Guide, Interactive","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
sipcolor.svg,Sip Color,https://sipapp.io/,Advanced color picker and organizer for AppleOS,アップルOSのための高度なカラーピッカーとオーガナイザー,"Color, Picker, Organizer",Color,"Apple,Windows",Paid,64761102ba22fed734b9de7a
siter.svg,Siter,https://siter.io/,Website builder that offers pre-designed templates and easy customization.,簡単にカスタマイズできるテンプレートを提供するウェブサイトビルダー。,"Website, Pre-designed, Template, Customization","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
slideshowmaker.svg,Slideshow Maker,https://www.movavi.com/slideshow-maker,Software for creating slideshows with photo editing and music integration,ソフトウェアは、写真編集と音楽統合のスライドショーを作成するためにオンラインで購入できます。,"Slideshow, Image Editor, Music Integration",Image,"Apple, Windows",Freemium,64761102ba22fed734b9de7a
snapseed.svg,Snapseed,https://snapseedofficial.com/,Mobile and desktop photo editing app with powerful editing tools,モバイルとデスクトップ用の写真編集アプリで、強力な編集ツールを使用できます。,"Mobile, Desk Image Editor, App",Image,Windows,Paid,64761102ba22fed734b9de7a
softr.svg,Softr,http://softr.io/,"A no-code platform for building websites, web apps, and automations.",ウェブサイト、ウェブアプリ、およびオートメーションを構築するためのノーコードプラットフォーム。,"Website, Web App, Automation, NoCode","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
sonyvegaspro.svg,Sony Vegas Pro,https://www.vegascreativesoftware.com/us/vegas-pro/,"Professional video editing software with advanced features, including multi-camera editing and 3D editing.",プロのビデオ編集ソフトウェアには、マルチカメラ編集や3D編集などのアドバンスド機能があります。,"Video Editor,Multi-camera, 3D Editor","Video, Audio",Windows,Paid,64761102ba22fed734b9de7a
soundforge.svg,Sound Forge,https://www.magix.com/us/music/sound-forge/,Audio editing software,オーディオ編集ソフト,"Audio, Editor",Audio,Windows,Paid,64761102ba22fed734b9de7a
soundtrap.svg,Soundtrap,https://www.soundtrap.com/,"Your everywhere studio. Create and record easily with powerful tools and sounds, all in one place.",あなたのどこにあるスタジオ。パワフルなツールとサウンドで簡単に作曲・録音できます。,"Studio, Record, Sounds",Audio,Browser,Paid,64761102ba22fed734b9de7a
sparkle.svg,Sparkle,https://sparkleapp.com/,Visual website builder for Apple that focuses on creating modern and responsive sites.,アップルの視覚的なウェブサイトビルダーで、モダンでレスポンシブなサイトを作成することに焦点を当てています。,"Website, Responsive","NoCode,UI Design,Website",Apple,Freemium,64761102ba22fed734b9de7a
squarespace.svg,Squarespace,https://www.squarespace.com/,Website builder and hosting platform with customizable templates.,ウェブサイトビルダーとホスティングプラットフォームをテンプレートをカスタマイズできる。,Website,"NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
stacker.svg,Stacker,https://www.stackerhq.com/,A tool for building web applications using Airtable as a backend.,Airtableをバックエンドとして使用してWebアプリケーションを構築するツール。,"Backend, Web, Application, Airtable","NoCode,UI Design,Others",Browser,Freemium,64761102ba22fed734b9de7a
startup.svg,Startup,https://designmodo.com/startup/,Platform that offers tools for building and launching startup websites.,スタートアップウェブサイトを構築し、起動するためのツールを提供するプラットフォーム。,"Website, Startup","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
strawpage.svg,Straw Page,https://straw.page/,"Website builder that focuses on speed and performance, ideal for fast-loading sites.",高速かつパフォーマンスに重点を置いたウェブサイトビルダーで、高速ロードサイトに最適です。,Speed,"NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
studioone.svg,Studio One,https://www.presonus.com/products/studio-one/,"Digital audio workstation, Everything you need to record, produce, mix, master, and perform",".デジタルオーディオワークステーション、レコーディング、プロダクション、ミックス、マスタリング、そしてパフォーマンスを行うために必要なすべてを備えています。","Audio Workstation, Record, Produce",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
super.svg,Super,http://super.com/,A platform for creating web apps with built-in backend functionality.,ウェブアプリを作成するためのプラットフォームで、バックエンド機能が組み込まれています。,"Web, App, Backend","NoCode,UI Design,App,Website",Browser,Paid,64761102ba22fed734b9de7a
superpolator.svg,Superpolator,https://superpolator.com/,Interpolation and extrapolation tool for designing fonts,筆記体フォントの設計に使用する補間と推定ツール,"Interpolation, Extrapolation, Font",Font,Apple,Paid,64761102ba22fed734b9de7a
thecom.svg,The Com,http://the.com/,"A platform for designing, prototyping, and collaborating on web and mobile apps.",アプリの設計、プロトタイピング、そしてコラボレーションのためのプラットフォーム,"Prototype, Collaboration, Web, Mobile","NoCode,UI Design",Browser,Paid,64761102ba22fed734b9de7a
thunkable.svg,Thunkable,https://thunkable.com/,A no-code platform for building mobile applications.,モバイルアプリを構築するためのノーコードプラットフォーム,"NoCode, Mobile, App","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
topazstudio.svg,Topaz Studio,https://www.topazlabs.com/studio,Creative photo editing software with AI-powered adjustments and filters,創造的な写真編集ソフトウェアは、AIを搭載した調整とフィルターを備えています。,"Image, Editor, AI, Filters","Image,AI","Apple, Windows",Paid,64761102ba22fed734b9de7a
tracktion.svg,Tracktion,https://www.tracktion.com/,Free digital audio workstation,フリーのデジタルオーディオワークステーション,"Music, Audio",Audio,"Windows, Apple, Linux",Free,64761102ba22fed734b9de7a
transfonter.svg,Transfonter,https://transfonter.org/,Convert and optimize web fonts,ウェブフォントを変換し最適化します,"Convert, Optimize, Web, Font",Font,Browser,Free,64761102ba22fed734b9de7a
transtype.svg,TransType,https://www.fontlab.com/transtype/,Font format converter and transcoder,フォント形式変換ツールおよびトランスコーダー,"Font, Format, Converter, Transcoder",Font,"Apple, Windows",Paid,64761102ba22fed734b9de7a
trufont.svg,TruFont,https://trufont.github.io/,A free font editor and creation tool,無料のフォントエディターと作成ツール,"Font, Editor, Creation",Font,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
ttfautohint.svg,TTFAutohint,https://www.freetype.org/ttfautohint/,A tool for hinting TrueType fonts,フォントのヒントを提示するツール,Font,Font,"Apple, Windows",Free,64761102ba22fed734b9de7a
typedream.svg,Typedream,http://typedream.com/,A tool for designing and launching websites with forms and databases.,ウェブサイトのフォームとデータベースを設計し、起動するためのツール。,"Web Launch, Form, Databases","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
typelight.svg,TypeLight,http://www.cr8software.net/typelight.html,"Create, edit, and convert OpenType and TrueType fonts",OpenType と TrueType フォントを作成、編集、変換,"Font, Editor, Conversion",Font,"Apple, Windows",Free,64761102ba22fed734b9de7a
typetester.svg,Typetester,https://www.typetester.org/,Online tool for comparing and testing fonts,オンラインフォント比較テストツール,"Font, Web, Testing",Font,Windows,Free,64761102ba22fed734b9de7a
typetool.svg,TypeTool,https://www.fontlab.com/font-editor/typetool/,An easy-to-use font editor,簡単に使えるフォントエディタ,"Font, Editor",Font,"Apple, Windows",Paid,64761102ba22fed734b9de7a
uibakery.svg,UI Bakery,http://uibakery.io/,A no-code platform for designing and launching web applications.,ウェブアプリケーションの設計とローンチを行うためのノーコードプラットフォーム,"NoCode,Web App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
uiflow.svg,Uiflow,http://uiflow.com/,A platform for designing and prototyping user interfaces.,ユーザーインターフェースの設計とプロトタイピングのためのプラットフォーム,"Prototype, UI","NoCode,UI Design,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
unflow.svg,Unflow,http://unflow.io/,A tool for creating web designs without code.,コードなしでウェブデザインを作成するツール。,"Web, Code","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
universe.svg,Universe,https://www.onuniverse.com/,Mobile website builder that allows users to create websites directly on their phones.,携帯電話で直接ウェブサイトを作成することができるモバイルウェブサイトビルダー。,"Mobile, Website","NoCode,UI Design,Website","Apple,Browser",Freemium,64761102ba22fed734b9de7a
unstack.svg,Unstack,https://www.unstack.com/,Marketing platform that includes a website builder and CRM for lead management.,マーケティングプラットフォームには、ウェブサイトビルダーとリードマネジメントのためのCRMが含まれています。,"Marketing, Website builder, CRM","NoCode,UI Design,Website, Productivity",Browser,Paid,64761102ba22fed734b9de7a
userguiding.svg,UserGuiding,https://userguiding.com/,A platform for creating user onboarding experiences for web applications.,Webアプリケーションのユーザーオンボーディング体験を作成するプラットフォーム。,"Onboarding, UX Design","NoCode,UX Design,Productivity",Browser,Paid,64761102ba22fed734b9de7a
utilize.svg,Utilize,https://www.utilize.app/,A platform for team collaboration and project management.,チームコラボレーションとプロジェクト管理のためのプラットフォーム,"Team, Collaboration, manager","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
versoly.svg,Versoly,https://www.versoly.com/,"Website builder tailored for marketers and designers, with focus on conversion.",マーケターとデザイナー向けのウェブサイトビルダーで、コンバージョンに焦点を当てています。,"Website, Marketer, Conversion","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
vev.svg,Vev,https://www.vev.design/,Collaborative website design tool that simplifies the process of creating interactive websites.,コラボレーションウェブサイトデザインツールは、インタラクティブウェブサイトを作成するプロセスを簡素化します。,"Website, Interactive, Collaborative","NoCode,UI Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
videoeditor.svg,Video Editor,https://www.movavi.com/videoeditor/,"User-friendly video editing software with a wide range of features, including effects, transitions, and filters.",ユーザーフレンドリーな動画編集ソフトウェアで、エフェクト、トランジション、フィルターなどの多くの機能を備えています。,"Video Editor, Effect","Video, Image","Apple, Windows",Free,64761102ba22fed734b9de7a
voiceflow.svg,Voiceflow,https://www.voiceflow.com/,A no-code platform for building voice applications.,音声アプリケーションを構築するためのコードなしプラットフォーム。,"NoCode, Voice, App","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
wavelab.svg,WaveLab,https://www.steinberg.net/wavelab/,Audio editing software,オーディオ編集ソフト,"Audio, Editor",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
wavepad.svg,WavePad,https://www.nch.com.au/wavepad/,"Audio editing software, the new standard for the modern recording studio",オーディオ編集ソフトウェアは、現代録音スタジオの標準です。,"Audio, Editor, Standard",Audio,"Windows, Apple",Freemium,64761102ba22fed734b9de7a
waveshop.svg,WaveShop,http://waveshop.sourceforge.net/,Free audio editor,無料のオーディオエディター,"Editor, Audio, Sound",Audio,Windows,Free,64761102ba22fed734b9de7a
webflow.svg,Webflow,https://webflow.com/,A visual website builder for creating responsive websites.,レスポンシブウェブサイトを作成するためのビジュアルウェブサイトビルダー,"Website, Responsive, Visual","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
webfont.svg,Webfont,https://webfontapp.com/,Easily create and maintain custom SVG icon fonts,簡単にカスタムSVGアイコンフォントを作成して維持できます。,"Custom, SVG, Icon, Font","Icon,Font",Apple,Freemium,64761102ba22fed734b9de7a
weebly.svg,Weebly,https://www.weebly.com/,"Website builder with a drag-and-drop interface, suitable for various types of sites.",ドラッグアンドドロップインターフェースを備えた、さまざまなタイプのサイトに適したウェブサイトビルダー。,"Website, Interface, NoCode","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
wix.svg,Wix,https://www.wix.com/,Website builder that offers drag-and-drop functionality for easy website creation.,ウェブサイトビルダーは、簡単なウェブサイト作成のためのドラッグアンドドロップ機能を提供しています。,"Website, Creation","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
wized.svg,Wized,http://wized.com/,A platform for building and selling online courses.,オンラインコースのビルドと販売のためのプラットフォーム,"Selling, courses","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
workiom.svg,Workiom,https://workiom.com/,A platform for creating custom business applications.,カスタムビジネスアプリケーションを作成するためのプラットフォーム,"Custom, App","NoCode,UX Design",Browser,Paid,64761102ba22fed734b9de7a
xnviewmp.svg,XnView MP,https://www.xnview.com/,Image viewer and organizer with basic editing features and batch conversion,画像ビューアーと基本的な編集機能とバッチ変換を備えたオーガナイザー,"Image, Viewer, Organizer, Editor",Image,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
xscope.svg,xScope,https://xscopeapp.com,"Measure, inspect, and test colors.",色を測定し、検査し、テストします。,"Measure, Inspect, Test, Color",Color,Apple,Paid,64761102ba22fed734b9de7a
ycode.svg,Ycode,https://www.ycode.com/,Visual web development platform that allows users to build websites without code.,コードなしでウェブサイトを構築できる視覚的なウェブ開発プラットフォーム。,"Web Dev, Website, Code, Visual","NoCode,UI Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
zapier.svg,Zapier,https://zapier.com/,A platform for automating workflows between different web applications.,Webアプリ間のワークフローを自動化するプラットフォーム,"Automating, Workflow, Web App","NoCode,App,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
zendesk.svg,Zendesk,https://www.zendesk.com/,A platform for managing customer support and help desk tasks.,顧客サポートとヘルプデスクタスクを管理するためのプラットフォーム,"Task, Manager","NoCode,Productivity,Others",Browser,Paid,64761102ba22fed734b9de7a
zohocreator.svg,Zoho Creator,https://www.zoho.com/creator/,A no-code platform for building web and mobile applications.,ウェブやモバイルアプリを構築するためのコードなしプラットフォーム,"NoCode, Web, Mobile, App","NoCode,App,Website",Browser,Paid,64761102ba22fed734b9de7a
zonerphotostudio.svg,Zoner Photo Studio,https://www.zoner.com/photo-studio,Comprehensive photo editing and management software with RAW processing capabilities,統合的な写真編集と管理ソフトウェアをRAW処理能力を持つ,"Image, Editor, Manager, RAW",Image,Windows,Free,64761102ba22fed734b9de7a
patternizer.svg,Patternizer,www.patternizer.com,"It’s easy to make something amazing in just a few minutes. It takes all the work out of creating complicated patterns, letting you focus on creativity and play.",簡単に素晴らしいものを作ることができます。複雑なパターンを作成するのは簡単です。あなたは創造性と遊びに集中できます。,"Illustration, Pattern","Others,Illustration",Browser,Free,64761102ba22fed734b9de7a
uxpin.svg,UXPin,www.uxpin.com,"Prototype with reusable components that devs build products with. Simplify design handoff and go from a prototype to release 10x faster.","プロトタイプを使用して、開発者は製品を構築します。設計手渡しを簡素化し、プロトタイプからリリースまで10倍迅速にします。","Prototype, Reusable, Component, Handoff","UI Design, UX Design,Productivity","Apple, Windows, Browser",Freemium,64761102ba22fed734b9de7a
kinopio.svg,Kinopio,https://kinopio.club/,A visual thinking tool for new ideas and hard problems.,新しいアイデアや難しい問題のための視覚的な思考ツール。,"Idea, Problem-solving, Visualization","UX Design,Productivity",Browser,Free,64761102ba22fed734b9de7a
