img,name,link,engDescription,jpDescription,tags,filterTag,category_id
happyhues.svg,Happy Hues,https://www.happyhues.co,Curated color palettes for design inspiration.,デザインのインスピレーションのための編集されたカラーパレット,"Color, Palette",Color,64761222ba22fed734b9de7d
hexnaw.svg,Hex Naw ,https://hexnaw.com/,Test color contrast and accessibility for web design,ウェブデザインのカラーコントラストとアクセシビリティをテストしてください,"Color, Contrast, Accessibility, Web Design",Color,64761222ba22fed734b9de7d
hicon.svg,Hicon,https://hicon.me/,A simple vector icon pack realised in Figma and crafted for designers and developers.,簡単なベクトルアイコンパックをFigmaで実現し、デザイナーと開発者のために手作りしました。,"Vector, Icon, Pack, Figma",Icon,64761222ba22fed734b9de7d
hissandaroar.svg,Hiss and a Roar,https://hissandaroar.com/,Independent sound effects libraries,独立したサウンドエフェクトライブラリはオーディオエディタにとって素晴らしいリソースです。," Sound Effect, Library",Audio,64761222ba22fed734b9de7d
hollywoodedge.svg,Hollywood Edge,https://www.hollywoodedge.com,"Collection of high-quality sound effects used in the film, television, and multimedia industries.",映画、テレビ、マルチメディア業界で使用される高品質のサウンド効果集。,"Sound effect, Film, TV, Multimedia",Audio,64761222ba22fed734b9de7d
htmlcolorcodes.svg,HTML Color Codes,https://htmlcolorcodes.com/,Reference for HTML color codes and color picker,HTMLカラーコードとカラーピッカーの参考資料,"HTML, Color, Color picker, Web ",Color,64761222ba22fed734b9de7d
huesnap.svg,HueSnap,https://www.huesnap.com/,Discover and create color palettes from images,画像からカラーパレットを発見して作成しましょう,"Discover, Color Palette, Images",Color,64761222ba22fed734b9de7d
icomoon.svg,IcoMoon,https://icomoon.io/,"Pixel perfect icon solutions in SVG, Font, Polymer, PDF and more. Import & manage your own icon sets. ",ピクセル完璧なアイコンソリューションをSVG、フォント、ポリマー、PDFなどで。独自のアイコンセットをインポート＆管理。,"Icon, SVG, Font, Polymer, PDF","Icon,Font",64761222ba22fed734b9de7d
iconhub.svg,Icon Hub,https://iconhub.io/,A practical stunning icons for everyone,誰もが使いやすい実用的なスタイリッシュなアイコン,"Practical, Stunning, Icons",Icon,64761222ba22fed734b9de7d
icon54.svg,Icon54,https://icon54.com/view-icons/,"5,000 Vector Icons for iOS, Android, Websites & Apps",5000個のベクターアイコンを用意しました。iOS、Android、ウェブサイト、アプリ用です。,"Icon, iOS, Android, App",Icon,64761222ba22fed734b9de7d
iconer.svg,Iconer,https://iconer.app/,App where you can easily customize icons and export them in various formats.,アイコンを簡単にカスタマイズし、様々なフォーマットでエクスポートするアプリ,"App, Customize, Icon, Export",Icon,64761222ba22fed734b9de7d
icones.svg,Icones,https://icones.js.org/,Icon Explorer with Instant searching,アイコンエクスプローラーはインスタント検索機能付きでとても便利なツールです。,"Icon, Explorer, Searching",Icon,64761222ba22fed734b9de7d
iconfinder.svg,Iconfinder,https://www.iconfinder.com/,A platform providing a vast collection of high-quality icons for personal and commercial use.,当社は、個人および商用目的に適した多種多様な高品質のアイコンを提供するプラットフォームを提供しています。,Icon,Icon,64761222ba22fed734b9de7d
iconic.svg,Iconic,https://iconic.app/,"pixel-perfect icons New icons added every week.",毎週新しいアイコンが追加されます。,"Icon, Pixel, Perfect, Weekly",Icon,64761222ba22fed734b9de7d
iconoir.svg,Iconoir,https://iconoir.com/,A high-quality selection of free icons. No premium options or sign-ups. ,無料のアイコンのハイクオリティーな選択肢。プレミアムオプションやサインアップはありません。,Icon,Icon,64761222ba22fed734b9de7d
iconpark.svg,IconPark,https://iconpark.oceanengine.com/official,Abundant and colorful icon resource for free use,豊富でカラフルなアイコンリソースを無料で使用できます。,"Icon, Resource","Icon,Color",64761222ba22fed734b9de7d
icons8.svg,Icons8,https://icons8.com/,"A comprehensive collection of icons, illustrations, and photos available in multiple formats.",アイコン、イラスト、写真の豊富なコレクションを多くのフォーマットで提供しています。,"Icon, Illustration, Image, Format","Icon,Image,Illustration",64761222ba22fed734b9de7d
iconset.svg,Iconset,https://iconset.io/,"Fast, powerful and cross-platform SVG icons manager app for designers, developers or product teams. Supports Mac and Windows. ",速くてパワフルなクロスプラットフォームのSVGアイコンマネージャーアプリです。デザイナー、開発者、プロダクトチームのために。マックとウィンドウズをサポートしています。,"App, Icon, SVG, Manager",Icon,64761222ba22fed734b9de7d
imagecolorpicker.svg,Image color picker,https://imagecolorpicker.com/,Extract colors from images and create palettes,画像から色を抽出し、パレットを作成します。,"Image, Color, Palette, Extract","Color,Image",64761222ba22fed734b9de7d
isorepublic.svg,ISO Republic,isorepublic.com,A platform offering free stock photos and videos for creative projects.,無料のストックフォトとビデオを提供するクリエイティブプロジェクトのプラットフォーム,"Stock Image, Video",Image,64761222ba22fed734b9de7d
istock.svg,iStock,istockphoto.com,"Royalty-free stock photos, vectors, and videos.",ロイヤリティフリーのストックフォト、ベクター、動画,"Stock, Image, Vector, Video","Image,Illustration,Video",64761222ba22fed734b9de7d
japanpictograms.svg,Japan Pictograms,https://experience-japan.info,Free pictograms that support tourism in Japan from visual design.,日本の観光をサポートするための無料のピクトグラム,"Pictogram, Support, Tourism, Japan",Icon,64761222ba22fed734b9de7d
jeshoots.svg,Jeshoots,jeshoots.com,"Free stock photos for personal and commercial use, with a focus on business and technology.",無料のストックフォトを個人及び商用目的で利用できます。ビジネス及びテクノロジーを中心に提供しています。,Stock Image,Image,64761222ba22fed734b9de7d
kaboompics.svg,Kaboompics,kaboompics.com,A platform providing free stock photos with a wide range of categories and themes.,無料のストックフォトを提供する幅広いカテゴリとテーマのプラットフォーム,"Stock, Image, Categories",Image,64761222ba22fed734b9de7d
khroma.svg,Khroma,https://khroma.co/,AI-powered color tool for finding and exploring color palettes,"AIを使用したカラーツールを使用して、カラーパレットを見つけて探索します。","AI, Color,Exploring","Color,AI",64761222ba22fed734b9de7d
libreshot.svg,Libre Shot,https://libreshot.com/,"A collection of high-quality, free stock photos by photographer Martin Vorel.",写真家マーティン・フォレルによる高品質の無料ストックフォトコレクション,Stock Image,Image,64761222ba22fed734b9de7d
librestock.svg,Libre Stock,https://librestock.com/,A search engine that aggregates free stock photos from various sources.,様々なソースから無料のストックフォトを集約する検索エンジン。,"Search, Stock, Image",Image,64761222ba22fed734b9de7d
lifeofpix.svg,Life of Pix,https://www.lifeofpix.com/,"A gallery of high-resolution, royalty-free photographs captured by various photographers.",高解像度、無料でロイヤリティフリーの写真を撮影したさまざまな写真家のギャラリー,"Photograph, Gallery",Image,64761222ba22fed734b9de7d
littlevisuals.svg,Little Visuals,http://littlevisuals.co/,Free stock photos delivered to your inbox every week.,毎週無料でスタックフォトを受け取る。,"Image, Inbox, Stock, Week",Image,64761222ba22fed734b9de7d
looperman.svg,Looperman,https://www.looperman.com/,"Free loops, samples, and sound effects",無料のループ、サンプル、そして電子音楽制作のためのサウンドエフェクト,"Loop, Sample, Sound effects",Audio,64761222ba22fed734b9de7d
lordicon.svg,Lordicon,https://lordicon.com/,"A powerful library of carefully crafted animated icons, ready to use in digital products, presentations, or videos!",強力なアニメーションアイコンのライブラリをご用意しております。デジタル製品、プレゼンテーション、動画にご利用いただけます。,"Animation, Icon, Digital,  Presentation","Icon,Animation,Illustration",64761222ba22fed734b9de7d
lottieflow.svg,Lottie Flow,https://finsweet.com/lottieflow,Downloadable Lottie files that work like magic on your Webflow site,"ダウンロード可能なLottieファイルは、Webflowサイトでマジックのように動作します。","Webflow, Lottie,File, Magic","Icon,Animation",64761222ba22fed734b9de7d
magdeleine.svg,Magdeleine,https://magdeleine.co/,"Handpicked, high-resolution photos available under different Creative Commons licenses.",選ばれた高解像度の写真は、異なるクリエイティブ・コモンズライセンスの下で利用可能です。,"Image, Common, License, Handpicked",Image,64761222ba22fed734b9de7d
majesticons.svg,Majest Icons,https://www.majesticons.com/,The finest and high-quality icon library for your projects.,プロジェクトのための最高品質のアイコンライブラリ,Icon library,Icon,64761222ba22fed734b9de7d
marmoset.svg,Marmoset,https://www.marmosetmusic.com/,"Music licensing for film, television, and video games",音楽のライセンスは映画、テレビ、ビデオゲームのために,"Music, Film, TV, Video Games",Audio,64761222ba22fed734b9de7d
milkicons.svg,Milkicons,https://milkicons.com/,"Beautifully designed & animated icons",美しくデザインされたアニメーションアイコン,"Animation, Icons","Icon, Animation",64761222ba22fed734b9de7d
monoicons.svg,Mono Icons,https://icons.mono.company,"A simple, consistent open-source icon set designed to be used in a wide variety of digital products.",簡単で一貫したオープンソースのアイコンセットで、多種多様なデジタル製品で使用できるように設計されています。,"Icon, Set, Digital, Consistent",Icon,64761222ba22fed734b9de7d
moosephotos.svg,Moose Photos,https://photos.icons8.com/,"A curated collection of free stock photos for various projects, including technology and nature.",私たちは技術や自然などさまざまなプロジェクトのための無料のストックフォトのカタログ化されたコレクションを提供しています。,"Nature, Stock Image,Collection",Image,64761222ba22fed734b9de7d
morguefile.svg,Morguefile,https://morguefile.com/,A community-driven archive of free stock photos.,コミュニティ駆動型の無料ストックフォトアーカイブ,"Community, Archive, Stock, Images",Image,64761222ba22fed734b9de7d
motionarray.svg,Motion Array,https://motionarray.com/sound-effects,Royalty-free sound effects and music,無料で使用できるサウンドエフェクトと音楽,"Sound effect, Music",Audio,64761222ba22fed734b9de7d
moveabletype.svg,Moveable Type,https://www.theleagueofmoveabletype.com/,Open-source fonts for designers and developers,オープンソースのフォントはデザイナーと開発者のためにあります,Font,Font,64761222ba22fed734b9de7d
musicvine.svg,Music Vine,https://musicvine.com/categories/sound-effects,Curated selection of royalty-free sound effects and music,"素敵な効果音と音楽を厳選してご紹介します。","Sound, Effect, Music",Audio,64761222ba22fed734b9de7d
myfonts.svg,MyFonts,https://www.myfonts.com/,Marketplace for commercial fonts,市場は商業フォントのためのものです,Font,Font,64761222ba22fed734b9de7d
negativespace.svg,Negative Space,https://negativespace.co/,"A collection of high-quality, free stock photos with a focus on simplicity and minimalism.",簡素とミニマリズムに焦点を当てた、高品質の無料のストックフォトコレクション。,"Stock Image, Simplicity, Minimalism",Image,64761222ba22fed734b9de7d
newoldstock.svg,New Old Stock,http://nos.twnsnd.co/,Vintage photos from public archives that are free of copyright restrictions.,公共アーカイブからの無料のヴィンテージ写真,"Vintage, Image, Public Archive, Copyright",Image,64761222ba22fed734b9de7d
nipponcolors.svg,Nippon Colors,http://nipponcolors.com/,Collection of traditional Japanese colors,伝統的な日本の色のコレクション,"Traditional, Japan, Colors",Color,64761222ba22fed734b9de7d
opencolor.svg,Open Color,https://yeun.github.io/open-color/,Color palette optimized for web and UI design,カラーパレットは、WebやUIデザインに最適化されています。,"Color, Palette, Web, UI Design","Color,UI Design",64761222ba22fed734b9de7d
opengameart.svg,Open Game Art,https://opengameart.org,"Community-driven platform for sharing game assets, including sound effects, music, and graphics.",コミュニティードライvenプラットフォームは、サウンドエフェクト、音楽、グラフィックスなどのゲームアセットを共有するためのものです。,"Community, Game, Asset",Audio,64761222ba22fed734b9de7d
openclipart.svg,Openclipart,https://openclipart.org/,A repository of free clipart and vector graphics that can be used in various projects.,素材として使用できるクリップアートやベクターグラフィックのリポジトリ,"Repository, Clipart, Vector, Graphic","Image,Illustration",64761222ba22fed734b9de7d
paletton.svg,Paletton,http://paletton.com/,Color scheme designer with interactive color wheel,カラースキームデザイナーは、インタラクティブなカラーホイールを使用しています。,"Color, Scheme, Interactive",Color,64761222ba22fed734b9de7d
palettteapp.svg,Palettte App,https://www.palettte.app/,Color palette generator and manager for Mac,カラーパレットの生成および管理ツールであるAppleOS,"Color, Palette, Generator, Manager",Color,64761222ba22fed734b9de7d
palx.svg,Palx,https://palx.jxnblk.com/,Generate a full color palette from a single color,単色からフルカラーパレットを生成します。,"Color, Palette, Selection, Aesthetics",Color,64761222ba22fed734b9de7d
pexels.svg,Pexels,https://www.pexels.com/,A platform offering free stock photos and videos from various sources.,無料のストックフォトや動画を提供するプラットフォーム,"Stock, Image, Videos",Image,64761222ba22fed734b9de7d
phosphoricons.svg,Phosphor Icons,https://phosphoricons.com/,"A flexible icon family for interfaces, diagrams, presentations",アイコンファミリーは、インタフェース、ダイアグラム、プレゼンテーションなどに使用できる柔軟なアイコンです。,"UI, Diagram, Presentation, Icons",Icon,64761222ba22fed734b9de7d
photodune.svg,Photo Dune,https://photodune.net/,"A marketplace for royalty-free stock photos, graphics, and videos.",ロイヤリティフリーのストックフォト、グラフィック、ビデオのためのマーケットプレイス,"Marketplace, Stock Image, Graphic, Videos","Image,Illustration,Video",64761222ba22fed734b9de7d
photomix.svg,Photo MIX,https://photomix.co/,A library of free stock photos for personal and commercial use.,無料のストックフォトライブラリーを個人および商用目的で使用する。,"Library, Stock, Image",Image,64761222ba22fed734b9de7d
photober.svg,Photober,https://photober.com/,"A collection of free stock photos with a focus on nature, travel, and lifestyle themes.",無料のストックフォトコレクションで、自然、旅行、ライフスタイルのテーマに焦点を当てています。,"Stock, Image, Nature, Travel,Themes",Image,64761222ba22fed734b9de7d
picjumbo.svg,Picjumbo,https://picjumbo.com/,Free stock photos for personal and commercial use by Viktor Hanacek.,無料で個人および商用目的で使用できる Viktor Hanacek のストックフォト,"Stock, Image",Image,64761222ba22fed734b9de7d
picography.svg,Picography,https://picography.co/,Free high-resolution photos for personal and commercial use.,無料の高解像度写真を個人用と商用で使用できます。,Image,Image,64761222ba22fed734b9de7d
picular.svg,Picular,https://picular.co/,Search and explore colors based on keywords,検索して、キーワードに基づいて色を探索します。,"Color, Search, Keypword",Color,64761222ba22fed734b9de7d
pigment.svg,Pigment,https://pigment.shapefactory.co/,Color palette generator for designers and developers,色のパレットを生成するデザイナーと開発者のためのジェネレータ,"Color, Palette, Generator",Color,64761222ba22fed734b9de7d
pikwizard.svg,Pikwizard,https://pikwizard.com/,"A platform offering a wide variety of free stock photos, including images with models.",無料のストックフォトを多種多様に提供するプラットフォームで、モデルを使った画像も含まれます。,"Variety, Stock Image, Models",Image,64761222ba22fed734b9de7d
pixabay.svg,Pixabay,https://pixabay.com/,"A large community-driven platform with a vast collection of free photos, vectors, and illustrations.",一つの大きなコミュニティー主導のプラットフォームで、たくさんの無料の写真、ベクター、そしてイラストがあります。,"Community, Image, Vector, Illustrations","Image,Illustration",64761222ba22fed734b9de7d
pixelarticons.svg,Pixel Art Icons,https://pixelarticons.com/,"480 open-source line pixel-art style icons, in one color and made with a 24x24px grid",24x24pxグリッドで1色の480本のオープンソースラインピクセルアートスタイルのアイコン,"Icon, Line, Pixel-art, Style","Icon, Art,Illustration",64761222ba22fed734b9de7d
pond5.svg,Pond5,https://www.pond5.com,"Online marketplace for royalty-free stock media, including sound effects, music, footage, and more.",オンラインでロイヤリティーフリーの音楽、映像、その他のストックメディアを販売するマーケットプレイス,"Marketplace, Sound, Effect, Music",Audio,64761222ba22fed734b9de7d
premiumbeat.svg,PremiumBeat,https://www.premiumbeat.com,"Curated collection of royalty-free music and sound effects, known for its professional quality.",素晴らしい音楽と効果音のコレクションを厳選して提供しています。プロのクオリティーで有名です。,"Music, Sound Effect",Audio,64761222ba22fed734b9de7d
prosoundeffects.svg,Pro Sound Effects,https://www.prosoundeffects.com,"Library of professional sound effects libraries for post-production, games, and immersive audio.",プロのサウンド効果ライブラリのライブラリです。,"Sound, Effect, Library, Games",Audio,64761222ba22fed734b9de7d
rawpics.svg,Raw Pics,https://raw.pics.io/,An online RAW photo editor with a collection of free RAW images.,オンラインRAW写真エディターは、無料RAW画像のコレクションを持っています。,"Image editor, RAW",Image,64761222ba22fed734b9de7d
rawpixel.svg,Rawpixel,https://www.rawpixel.com/,"A platform offering a mix of free and premium stock photos, vectors, and PSD mockups.",無料と有料のストックフォト、ベクター、PSDモックアップを提供するプラットフォーム,"Platform,Stock, Images","Image,Illustration",64761222ba22fed734b9de7d
reactcolor.svg,React Color,https://casesandberg.github.io/react-color/,Collection of customizable color pickers for React,"React のカスタマイズ可能なカラーピッカーのコレクション。","React, Color, Picker, Customizable","Color,NoCode",64761222ba22fed734b9de7d
realisticshots.svg,Realistic Shots,https://realisticshots.com/,Free high-resolution stock photos with a focus on nature and outdoor scenes.,無料の高解像度の写真を提供して、自然や屋外のシーンに焦点を当てています。,"Stock Image, Nature, Outdoor",Image,64761222ba22fed734b9de7d
remixicon.svg,Remix Icon,https://remixicon.com/,Open-source neutral-style system symbols elaborately crafted for designers and developers.,オープンソースのニュートラルスタイルのシステム記号は、デザイナーと開発者のために細部に渡って熟練されています。,"Neutral, System, Symbol, Crafted",Icon,64761222ba22fed734b9de7d
reshot.svg,Reshot,https://www.reshot.com/,"A platform featuring handpicked, free-to-use photos for personal and commercial projects.",写真を選び抜いたプラットフォームを使用して、パーソナルプロジェクトや商用プロジェクトを無料で行うことができます。,"Handpicked, Image",Image,64761222ba22fed734b9de7d
rgbstock.svg,RGBStock,https://www.rgbstock.com/,A community-driven stock photo library with free images for personal and commercial use.,コミュニティ主導の写真ライブラリで、個人および商用目的で無料の画像を提供しています。,"Community, Stock, Image, Library",Image,64761222ba22fed734b9de7d
sanctus.svg,Sanctus,https://sanctus.audio/,Sound design and music production,"are important in the film industry.映画産業では音響設計と音楽制作が重要です。","Sound, Music",Audio,64761222ba22fed734b9de7d
schemecolor.svg,SchemeColor,https://www.schemecolor.com/,Collection of color schemes for inspiration and design,色彩スキームのコレクションは、デザインやインスピレーションに役立ちます。,"Color, Scheme",Color,64761222ba22fed734b9de7d
shotstash.svg,ShotStash,https://shotstash.com/,"High-quality and free stock photos, handpicked and added daily.",高品質で無料のストックフォトを毎日選んで追加しています。,"Stock Image, Hand picked",Image,64761222ba22fed734b9de7d
shutterstock.svg,Shutterstock,https://www.shutterstock.com/,"A leading global provider of stock photos, vectors, illustrations, and music.",世界の主要なストックフォト、ベクター画像、イラスト、音楽の提供者です。,"Provider, Stock, Image, Vector","Image,Illustration,Audio",64761222ba22fed734b9de7d
shutterstockmusic.svg,Shutterstock Music,https://www.shutterstock.com/music,A commercial music and sound effect library with a subscription-based pricing model.,サブスクリプションプランによるコマーシャル音楽と効果音ライブラリ,"Music, Sound effect, Library",Audio,64761222ba22fed734b9de7d
sitepalette.svg,Site Palette,https://palette.site/,Create and explore color palettes with gradient options,カラーパレットを作成し、グラデーションオプションで探索します。,"Create, Explore, Color Palette, Gradient Options",Color,64761222ba22fed734b9de7d
skitterphoto.svg,Skitterphoto,https://skitterphoto.com/,"Curated collection of high-quality, free stock photos.",精選された高品質の無料のストック写真のコレクション。,Stock Images,Image,64761222ba22fed734b9de7d
skware.svg,Skware,https://danylpo.com/skware/,"Tiny squares to boost up your Mario-like video game, 80’s poster, or next awesome retro project.",80年代のポスターや、マリオライクなビデオゲームのための小さな正方形を使って、次のクールなレトロプロジェクトを盛り上げましょう。,"Video Game, Mario, Retro, Square, 80's","Icon, Art,Illustration",64761222ba22fed734b9de7d
sonicsempire.svg,Sonics Empire,https://www.sonicsoundsupply.net/collections/sound-kits,Sound kits and sample packs for music production,"サウンドキットとサンプルパックは音楽制作に役立ちます。","Sound, Sample, Pack, Music",Audio,64761222ba22fed734b9de7d
sonniss.svg,Sonniss,https://sonniss.com,"Independent sound effects libraries offering high-quality, commercial-grade audio assets.",独立したサウンド効果ライブラリは、商業用グレードの音響資産を提供しています。," Sound Effect, Library, ",Audio,64761222ba22fed734b9de7d
soundideas.svg,Sound Ideas,https://www.sound-ideas.com,Provider of sound effects libraries and production music for various media projects.,効果音ライブラリとプロダクションミュージックを提供するメディアプロジェクトのためのサービスです。,"Sound Effect, Library, Music",Audio,64761222ba22fed734b9de7d
soundbible.svg,SoundBible,https://soundbible.com/,"Collection of royalty-free sound effects and clips, with a mix of user-generated and public domain content.",無料のサウンドエフェクトとクリップのコレクションで、ユーザー生成コンテンツとパブリックドメインコンテンツをミックスしています。,"Sound, Effect, Clip, Content",Audio,64761222ba22fed734b9de7d
sounddogs.svg,Sounddogs,https://www.sounddogs.com,"Online library of sound effects, music, and production elements for film, television, and multimedia projects.",オンラインサウンド効果、音楽、映像プロジェクトのためのミュージックライブラリ,"Library, Sound Effect, Music",Audio,64761222ba22fed734b9de7d
soundeffects+.svg,SoundEffects+,https://www.soundeffectsplus.com,Collection of royalty-free sound effects and audio clips available for download.,無料のサウンドエフェクトとオーディオクリップのコレクションをダウンロードできます。,"Sound, Effect, Audio, Clip",Audio,64761222ba22fed734b9de7d
soundly.svg,Soundly,https://getsoundly.com,"Cloud-based sound effects platform with a vast library, offering features like browsing, searching, and editing.",クラウドベースの音響効果プラットフォームで、広大なライブラリを提供しています。ブラウジング、検索、編集などの機能があります。,"Cloud, Sound Effect, Library",Audio,64761222ba22fed734b9de7d
soundmorph.svg,SoundMorph,https://www.soundmorph.com,"Independent sound libraries and tools for sound designers, offering unique and innovative sound effects.",独立した音源ライブラリと、サウンドデザイナーのためのユニークで革新的な音効果を提供するツール。,"Sound, Library, Sound Effects",Audio,64761222ba22fed734b9de7d
sounds.svg,Sounds,https://www.sounds.com,"Subscription-based platform with a vast library of royalty-free loops, samples, and sound packs.",サブスクリプションプラットフォームであり、膨大なロイヤリティフリーのループ、サンプル、およびサウンドパックのライブラリを持つ。,"Library, Loops, Sounds",Audio,64761222ba22fed734b9de7d
soundscrate.svg,SoundsCrate,https://www.soundscrate.com,"Library of royalty-free music, sound effects, and loops for filmmakers, game developers, and content creators.",フィルムメーカー、ゲーム開発者、コンテンツクリエーターのための無料音楽、効果音、ループライブラリー,"Library, Music, Sound Effect, Loops",Audio,64761222ba22fed734b9de7d
soundsnap.svg,Soundsnap,https://www.soundsnap.com,"Online platform offering high-quality sound effects, music, and loops for various creative projects.",オンラインプラットフォームは、高品質のサウンドエフェクト、音楽、ループを提供しています。,"Sound Effect, Music, Loops",Audio,64761222ba22fed734b9de7d
soundstripe.svg,Soundstripe,https://www.soundstripe.com,Subscription-based platform with a vast library of royalty-free music and sound effects for multimedia projects.,有料のプラットフォームであり、マルチメディアプロジェクトのための膨大な著作権フリーの音楽や効果音ライブラリを提供しています。,"Library, Multimedia",Audio,64761222ba22fed734b9de7d
splice.svg,Splice,https://splice.com/sounds/samples/sound-effects,Subscription-based library of sound effects and samples,サウンドエフェクトとサンプルのサブスクリプションライブラリ,"Library, Sound effect, Samples",Audio,64761222ba22fed734b9de7d
splitshire.svg,SplitShire,https://www.splitshire.com/,"A collection of high-quality, free-to-use photos by photographer Daniel Nanescu.",写真家ダニエル・ナネスクの、高品質で無料で使用できる写真集。,"Image, Imagegrapher, Daniel Nanescu",Image,64761222ba22fed734b9de7d
startupstockphotos.svg,Startup Stock Photos,startupstockphotos.com,Free stock photos with a focus on startup and business themes.,スタートアップやビジネスをテーマにしたフリーストックフォト,"Stock, Image, Startup",Image,64761222ba22fed734b9de7d
stickpng.svg,Stick PNG,https://www.stickpng.com/,Curating thousands of transparent png images for your personal creative projects. Free download,数千のトランスペアレントなPNG画像をあなたの個人的な創造的プロジェクトのために無料でダウンロードしてください。,"Curating, Transparent, PNG, Image","Image,Illustration",64761222ba22fed734b9de7d
stocksnap.svg,StockSnap,https://stocksnap.io/,"A curated collection of high-quality, royalty-free stock photos available for free download.",高品質でロイヤリティフリーの写真を無料でダウンロードできるコレクション,"Animation, Background, Website, CodePen",Image,64761222ba22fed734b9de7d
stocksy.svg,Stocksy,https://www.stocksy.com/,Curated collection of high-quality stock photos and videos.,精選された高品質のストックフォトとビデオのコレクションです。,"Stock, Images","Image,Video",64761222ba22fed734b9de7d
stockvault.svg,Stockvault,https://www.stockvault.net/,"A collection of free stock photos, textures, and illustrations for personal and commercial use.",無料のストックフォト、テクスチャー、イラストを個人と商用で使用するためのコレクションです。,"Image, Texture, Illustrations","Image,Illustration",64761222ba22fed734b9de7d
storyblocks.svg,Storyblocks,https://www.storyblocks.com/audio,Subscription-based library of royalty-free music and sound effects,"有料音楽および効果音のロイヤリティフリーライブラリー","Music, Sound Effect, Library",Audio,64761222ba22fed734b9de7d
streetwill.svg,StreetWill,http://streetwill.co/,Free high-resolution stock photos with a focus on urban and street photography.,無料の高解像度ストックフォトを中心に、都市やストリートフォトグラフィーに焦点を当てています。,"Stock Image, Urban, Street",Image,64761222ba22fed734b9de7d
styledstocksociety.svg,Styled Stock Society,https://styledstocksociety.com/,Membership-based source for feminine and styled stock photos.,会員制の女性とスタイリッシュなスタック写真のための情報源。,"Source, Feminine, Styled, Stock",Image,64761222ba22fed734b9de7d
styledstock.svg,StyledStock,https://styledstock.co/,"Feminine and styled stock photos for bloggers, creatives, and businesses.",ブロガー、クリエイター、ビジネスのための女性らしくスタイリッシュなストックフォト,"Feminine, Styled, Stock Image, Blogger",Image,64761222ba22fed734b9de7d
tablericons.svg,Tabler Icons,https://tablericons.com/,4158 Open source free SVG icons. Highly customizable. No attribution required. For commercial use.,4158個のオープンソースのフリーSVGアイコン。 高度にカスタマイズ可能。 アトリビューションは不要です。 商用目的で使用することができます。,"Icon, SVG, Customizable",Icon,64761222ba22fed734b9de7d
theforgesmith.svg,The Forgesmith,https://icons.theforgesmith.com,300+ right mix of SVG icons for your project.,あなたのプロジェクトに適したSVGアイコンのミックスを300以上ご用意しています。,"Icon, SVG",Icon,64761222ba22fed734b9de7d
theiconof.svg,The Icon of,https://www.theiconof.com/,"Collection of 1100+ pixel perfect icons suitable for any kind of project now available as a plugin for Figma.",1100以上のピクセルパーフェクトなアイコンを、Figma用のプラグインとして利用できます。,"Pixel, Icon,Plugin",Icon,64761222ba22fed734b9de7d
thenounproject.svg,The Noun Project,https://www.thenounproject.com/,A platform offering a vast collection of icons and symbols for various design projects.,多種多様なデザインプロジェクトのためのアイコンやシンボルを提供するプラットフォーム,"Icon, Symbol","Illustration,Icon",64761222ba22fed734b9de7d
therecordist.svg,The Recordist,https://therecordist.com/,Sound effects and production music,音響効果とプロダクションミュージックは、ビデオゲームの体験を強化するためによく使われます。,"Sound, Effect,  Music",Audio,64761222ba22fed734b9de7d
tineye.svg,TinEye,https://tineye.com/,A reverse image search engine that helps you find the source and other instances of an image.,画像の逆検索エンジンで、画像のソースや他のインスタンスを見つけるのに役立ちます。,"Reverse, Image, Search, Engine",Image,64761222ba22fed734b9de7d
tineyelabs.svg,TinEye Labs,https://labs.tineye.com/multicolr/,Search images by color to find visually similar ones,画像を色で検索して、視覚的に似たものを見つけます。,"Search, Image, Color, Visually","Color,image",64761222ba22fed734b9de7d
typedepot.svg,Typedepot,https://www.typedepot.com/,Independent type foundry and design studio,"based in London 独立したタイプファウンデリーとロンドンを拠点とするデザインスタジオ","Type, Foundry, Studio",Font,64761222ba22fed734b9de7d
typejockeys.svg,Typejockeys,https://www.typejockeys.com/,Independent type foundry and design studio,バルセロナを拠点とする独立したタイプファクトリーとデザインスタジオ,"Type, Foundry, Studio",Font,64761222ba22fed734b9de7d
typio.svg,Typio,http://typ.io/,Showcases examples of web typography,ウェブタイポグラフィの例を紹介します。,"Font, Web Example, Website",Font,64761222ba22fed734b9de7d
typographica.svg,Typographica,http://typographica.org/,Review of contemporary typefaces and typography,現代的なタイポグラフィーとタイポグラフィーのレビュー,"Review, Typeface, Font",Font,64761222ba22fed734b9de7d
typographics.svg,Typographics,https://2023.typographics.com/,Annual design festival exploring typography and design,年間のデザインフェスティバルは、タイポグラフィとデザインを探究しています。,"Festival, Font",Font,64761222ba22fed734b9de7d
typotheque.svg,Typotheque,https://www.typotheque.com/,Independent type foundry and design studio,独立したタイプファウンデリーと英国に拠点を置くデザインスタジオ,"Type, Foundry, Studio",Font,64761222ba22fed734b9de7d
uigradients.svg,uiGradients,https://uigradients.com/,Collection of beautiful gradients for design inspiration,美しいグラデーションのデザインインスピレーション集,Gradient,Color,64761222ba22fed734b9de7d
